LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,36.736000
10.000000,36.750000
26.000000,36.750000
40.000000,36.750000
56.000000,36.750000
72.000000,36.750000
88.000000,36.750000
104.000000,36.750000
120.000000,36.750000
136.000000,36.750000
152.000000,36.750000
168.000000,36.750000
184.000000,36.750000
200.000000,36.750000
216.000000,36.750000
232.000000,36.750000
248.000000,36.750000
264.000000,36.750000
280.000000,36.750000
296.000000,36.750000
312.000000,36.750000
328.000000,36.750000
344.000000,36.750000
360.000000,36.750000
376.000000,36.750000
392.000000,36.750000
408.000000,36.750000
424.000000,36.750000
440.000000,36.750000
456.000000,36.750000
472.000000,36.750000
488.000000,36.750000
504.000000,36.750000
520.000000,36.750000
536.000000,36.750000
552.000000,36.750000
568.000000,36.750000
584.000000,36.750000
600.000000,36.750000
616.000000,36.750000
632.000000,36.750000
648.000000,36.750000
664.000000,36.750000
680.000000,36.750000
696.000000,36.750000
712.000000,36.750000
728.000000,36.750000
744.000000,36.750000
760.000000,36.750000
776.000000,36.750000
792.000000,36.750000
808.000000,36.750000
824.000000,36.750000
840.000000,36.750000
856.000000,36.750000
872.000000,36.750000
888.000000,36.750000
904.000000,36.750000
920.000000,36.750000
936.000000,36.750000
952.000000,36.750000
968.000000,36.750000
984.000000,36.750000
1000.000000,36.750000
1016.000000,35.944000
1032.000000,35.944000
1048.000000,35.944000
1064.000000,35.944000
1080.000000,35.944000
1096.000000,35.944000
1112.000000,35.944000
1128.000000,35.944000
1144.000000,35.944000
1160.000000,35.944000
1176.000000,35.944000
1192.000000,35.944000
1208.000000,35.944000
1224.000000,35.944000
1240.000000,35.944000
1256.000000,35.944000
1272.000000,35.944000
1288.000000,35.944000
1304.000000,35.944000
1320.000000,35.944000
1336.000000,35.944000
1352.000000,35.944000
1368.000000,35.944000
1384.000000,35.944000
1400.000000,35.944000
1416.000000,35.944000
1432.000000,35.944000
1448.000000,35.944000
1464.000000,35.944000
1480.000000,35.944000
1496.000000,35.944000
1512.000000,35.944000
1528.000000,35.944000
1544.000000,35.944000
1560.000000,35.944000
1576.000000,35.944000
1592.000000,35.944000
1608.000000,35.944000
1624.000000,35.944000
1640.000000,35.944000
1656.000000,35.944000
1672.000000,35.944000
1688.000000,35.944000
1704.000000,35.944000
1720.000000,35.944000
1736.000000,35.944000
1752.000000,35.944000
1768.000000,35.944000
1784.000000,35.944000
1800.000000,35.944000
1816.000000,35.944000
1832.000000,35.944000
1848.000000,35.944000
1864.000000,35.944000
1880.000000,35.944000
1896.000000,35.944000
1912.000000,35.944000
1928.000000,35.944000
1944.000000,35.944000
1960.000000,35.944000
1976.000000,35.944000
1992.000000,35.944000
2008.000000,35.916000
2024.000000,35.916000
2040.000000,35.916000
2056.000000,35.916000
2072.000000,35.916000
2088.000000,35.916000
