;;;; RF Calibration Values
Factory_settings;  ZigBeeTX11;       [00]
Factory_settings;  ZigBeeTX12;       [00]
Factory_settings;  ZigBeeTX13;       [00]
Factory_settings;  ZigBeeTX14;       [00]
Factory_settings;  ZigBeeTX15;       [00]
Factory_settings;  ZigBeeTX16;       [00]
Factory_settings;  ZigBeeTX17;       [00]
Factory_settings;  ZigBeeTX18;       [00]
Factory_settings;  ZigBeeTX19;       [00]
Factory_settings;  ZigBeeTX20;       [00]
Factory_settings;  ZigBeeTX21;       [00]
Factory_settings;  ZigBeeTX22;       [FF]
Factory_settings;  ZigBeeTX23;       [FF]
Factory_settings;  ZigBeeTX24;       [FF]
Factory_settings;  ZigBeeTX25;       [FF]
Factory_settings;  ZigBeeTX26;       [FF]
Factory_settings;  ZigbeeRX_LNAON;   [F2]
Factory_settings;  ZigbeeRX_LNAOFF;  [E5]
Factory_settings;  MeshTX_HGMON;     [00]
Factory_settings;  MeshTX_HGMOFF;    [00]
Factory_settings;  MeshRX_HGMON;     [B7]
Factory_settings;  MeshRX_HGMOFF;    [B7]
