LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,0.000000
20.000000,34.836000
40.000000,34.836000
60.000000,34.836000
80.000000,34.836000
100.000000,34.836000
120.000000,34.836000
140.000000,34.836000
160.000000,34.836000
180.000000,34.836000
200.000000,34.836000
220.000000,34.836000
240.000000,34.836000
260.000000,34.836000
280.000000,34.836000
300.000000,34.836000
320.000000,34.836000
340.000000,34.836000
360.000000,34.836000
380.000000,34.836000
400.000000,34.836000
420.000000,34.836000
440.000000,34.836000
460.000000,34.836000
480.000000,34.836000
500.000000,34.836000
520.000000,34.836000
540.000000,34.836000
560.000000,34.836000
580.000000,34.836000
600.000000,34.836000
620.000000,34.836000
640.000000,34.836000
660.000000,34.836000
680.000000,34.836000
700.000000,34.836000
720.000000,34.836000
740.000000,34.836000
760.000000,34.836000
780.000000,34.836000
800.000000,34.836000
820.000000,34.836000
840.000000,34.836000
860.000000,34.836000
880.000000,34.836000
900.000000,34.836000
920.000000,34.836000
940.000000,34.836000
960.000000,34.836000
980.000000,34.836000
1000.000000,34.836000
1020.000000,34.850000
1040.000000,34.850000
1060.000000,34.850000
1080.000000,34.850000
1100.000000,34.850000
1120.000000,34.850000
1140.000000,34.850000
1160.000000,34.850000
1180.000000,34.850000
1200.000000,34.850000
1220.000000,34.850000
1240.000000,34.850000
1260.000000,34.850000
1280.000000,34.850000
1300.000000,34.850000
1320.000000,34.850000
1340.000000,34.850000
1360.000000,34.850000
1380.000000,34.850000
1400.000000,34.850000
1420.000000,34.850000
1440.000000,34.850000
1460.000000,34.850000
1480.000000,34.850000
1500.000000,34.850000
1520.000000,34.850000
1540.000000,34.850000
1560.000000,34.850000
1580.000000,34.850000
1600.000000,34.850000
1620.000000,34.850000
1640.000000,34.850000
1660.000000,34.850000
1680.000000,34.850000
1700.000000,34.850000
1720.000000,34.850000
1740.000000,34.850000
1760.000000,34.850000
1780.000000,34.850000
1800.000000,34.850000
1820.000000,34.850000
1840.000000,34.850000
1860.000000,34.850000
1880.000000,34.850000
1900.000000,34.850000
1920.000000,34.850000
1940.000000,34.850000
1960.000000,34.850000
1980.000000,34.850000
2000.000000,34.850000
2020.000000,34.863000
2040.000000,34.863000
2060.000000,34.863000
2080.000000,34.863000
2100.000000,34.863000
2120.000000,34.863000
2140.000000,34.863000
2160.000000,34.863000
2180.000000,34.863000
2200.000000,34.863000
2220.000000,34.863000
2240.000000,34.863000
2260.000000,34.863000
2280.000000,34.863000
2300.000000,34.863000
2320.000000,34.863000
2340.000000,34.863000
2360.000000,34.863000
2380.000000,34.863000
