LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,42.516000
10.000000,42.516000
26.000000,42.516000
40.000000,42.516000
56.000000,42.516000
72.000000,42.516000
88.000000,42.516000
104.000000,42.516000
120.000000,42.516000
136.000000,42.516000
152.000000,42.516000
168.000000,42.516000
184.000000,42.516000
200.000000,42.516000
216.000000,42.516000
232.000000,42.516000
248.000000,42.516000
264.000000,42.516000
280.000000,42.516000
296.000000,42.516000
312.000000,42.516000
328.000000,42.516000
344.000000,42.516000
360.000000,42.516000
376.000000,42.516000
392.000000,42.516000
408.000000,42.516000
424.000000,42.516000
440.000000,42.516000
456.000000,42.516000
472.000000,42.516000
488.000000,42.516000
504.000000,42.516000
520.000000,42.516000
536.000000,42.516000
552.000000,42.516000
568.000000,42.516000
584.000000,42.516000
600.000000,42.516000
616.000000,42.516000
632.000000,42.516000
648.000000,42.516000
664.000000,42.516000
680.000000,42.516000
696.000000,42.516000
712.000000,42.597000
728.000000,42.597000
744.000000,42.597000
760.000000,42.597000
776.000000,42.597000
792.000000,42.597000
808.000000,42.597000
824.000000,42.597000
840.000000,42.597000
856.000000,42.597000
872.000000,42.597000
888.000000,42.597000
904.000000,42.597000
920.000000,42.597000
936.000000,42.597000
952.000000,42.597000
968.000000,42.597000
984.000000,42.597000
1000.000000,42.597000
1016.000000,42.597000
1032.000000,42.597000
1048.000000,42.597000
1064.000000,42.597000
1080.000000,42.597000
1096.000000,42.597000
1112.000000,42.597000
1128.000000,42.597000
1144.000000,42.597000
1160.000000,42.597000
1176.000000,42.597000
1192.000000,42.597000
1208.000000,42.597000
1224.000000,42.597000
1240.000000,42.597000
1256.000000,42.597000
1272.000000,42.597000
1288.000000,42.597000
1304.000000,42.597000
1320.000000,42.597000
1336.000000,42.597000
1352.000000,42.597000
1368.000000,42.597000
1384.000000,42.597000
1400.000000,42.597000
1416.000000,42.597000
1432.000000,42.597000
1448.000000,42.597000
1464.000000,42.597000
1480.000000,42.597000
1496.000000,42.597000
1512.000000,42.597000
1528.000000,42.597000
1544.000000,42.597000
1560.000000,42.597000
1576.000000,42.597000
1592.000000,42.597000
1608.000000,42.597000
1624.000000,42.597000
1640.000000,42.597000
1656.000000,42.597000
1672.000000,42.597000
1688.000000,42.597000
1704.000000,42.597000
1720.000000,41.468000
1736.000000,41.468000
1752.000000,41.468000
1768.000000,41.468000
1784.000000,41.468000
1800.000000,41.468000
1816.000000,41.468000
1832.000000,41.468000
1848.000000,41.468000
1864.000000,41.468000
1880.000000,41.468000
1896.000000,41.468000
1912.000000,41.468000
1928.000000,41.468000
1944.000000,41.468000
1960.000000,41.468000
1976.000000,41.468000
1992.000000,41.468000
2008.000000,41.468000
2024.000000,41.468000
2040.000000,41.468000
2056.000000,41.468000
2072.000000,41.468000
2088.000000,41.468000
2104.000000,41.468000
2120.000000,41.468000
2136.000000,41.468000
2152.000000,41.468000
2168.000000,41.468000
2184.000000,41.468000
2200.000000,41.468000
2216.000000,41.468000
2232.000000,41.468000
